ID,Question,Answer
3.1.5,"Multiple Choice: Which of the following is a good JavaScript naming convention?  
- (A) totalPoints  
- (B) total_points  
- (C) TotalPoints  
- (D) TOTALPOINTS",(A) totalPoints
3.1.6,Fill in the blank: A constant is an initialized variable whose value cannot change and is declared with the ___ keyword.,const
3.1.7,"Multiple Choice: Which of the following data types is not explicitly supported by JavaScript?  
- (A) number  
- (B) boolean  
- (C) integer  
- (D) array",(C) integer
3.1.8,Short Answer: What happens when two JavaScript statements are on the same line without a semicolon separating them?,A syntax error occurs if there are no semicolons separating them.
3.1.9,"Fill in the blanks: JavaScript requires that a variable be declared before it is assigned a value. This is typically done using the ___ keyword for variables, and the ___ keyword for constants.",let; const
3.1.10,"Multiple Choice: Which function is used in JavaScript to display a dialog box that allows the user to type input?  
- (A) alert()  
- (B) prompt()  
- (C) console.log()  
- (D) document.write()",(B) prompt()
3.10.1,"Multiple Choice: What is an object map commonly known as in programming?
- (A) An array
- (B) A function
- (C) A map or associative array
- (D) A string",(C) A map or associative array
3.10.2,"Multiple Choice: In JavaScript object maps, how is the value of a key usually accessed?
- (A) Using a period (.)
- (B) Using parentheses ()
- (C) Using brackets []
- (D) Using a semicolon ;",(C) Using brackets []
3.10.3,Short Answer: What JavaScript object method returns an array of an object's property names?,Object.keys()
3.10.4,"Multiple Choice: Which operator is used in JavaScript to check for the existence of a key in an object?
- (A) exists
- (B) in
- (C) has
- (D) contains",(B) in
3.10.5,"Short Answer: When using a `for-in` loop to iterate over an object map, what does the loop variable represent during each iteration?",The loop variable represents each key of the object map during each iteration.
3.10.6,Fill in the Blank: The __ operator removes a key/property from a map or object in JavaScript.,delete
3.10.7,"Multiple Choice: What method adds a new key/value pair to a `Map` object or updates the value if the key already exists?
- (A) add()
- (B) append()
- (C) set()
- (D) update()",(C) set()
3.10.8,"Multiple Choice: Which JavaScript object operation deletes an element with a specific key?
- (A) .remove()
- (B) .filter()
- (C) .delete()
- (D) .erase()",(C) .delete()
3.10.9,"Multiple Choice: Which loop is specifically ideal for iterating over arrays but can also be used to iterate over Map objects?
- (A) for-in loop
- (B) forEach loop
- (C) for-of loop
- (D) while loop",(C) for-of loop
3.10.10,"Multiple Answers: Which of the following are properties or methods associated with JavaScript Map objects? (Select all that apply)
- (A) .push()
- (B) .size
- (C) .get(key)
- (D) .set(key, value)
- (E) .pop()","(B) .size, (C) .get(key), (D) .set(key, value)"
3.11.1,"Multiple Choice: What method returns the character at a specified index in a string as a string?
- (A) substring()
- (B) indexOf()
- (C) charAt()
- (D) trim()",(C) charAt()
3.11.2,Fill in the blank: The method ________ returns an integer indicating the index of the first occurrence of a specified text in a string or -1 if the text is not found.,indexOf
3.11.3,"Multiple Choice: How can you determine the number of characters in a string?
- (A) Use the size property
- (B) Use the length property
- (C) Call the getSize() method
- (D) Use the charCount method",(B) Use the length property
3.11.4,"Short Answer: What value does the property `length` return when called on the string ""Hello, World!""?",13
3.11.5,"Multiple Answers: Which methods can be used to extract substrings from a string? (Select all that apply)
- (A) substr()
- (B) substring()
- (C) slice()
- (D) extract()","(A) substr(), (B) substring()"
3.11.6,Fill in the blank: The method ________ replaces a specified value with another value in a string and returns the modified string.,replace
3.11.7,"Multiple Choice: What will `s.toUpperCase()` return if `s` is ""good morning""?
- (A) ""good morning""
- (B) ""Good Morning""
- (C) ""GOOD MORNING""
- (D) ""good Morning""","(C) ""GOOD MORNING"""
3.11.8,Fill in the blank: The ________ method splits a string into an array of strings based on a specified delimiter.,split
3.11.9,Short Answer: What method would you use to remove whitespace from both ends of a string?,trim
3.11.10,"Multiple Choice: What does a template literal use to embed variables or expressions directly within a string?
- (A) Curly braces only
- (B) ${} within back-ticks
- (C) Double quotes
- (D) Single quotes",(B) ${} within back-ticks
3.2.1,"Multiple Choice: What is the result of the expression `3 + 5 * 2`?
- (A) 10
- (B) 13
- (C) 16
- (D) 17",(C) 13
3.2.2,"Short Answer: Using JavaScript, what will the value of `x` be after executing the following code snippet?

```javascript
var x = 4;
x++;
x *= 3;
```",15
3.2.3,"Fill in the blank: In JavaScript, the operator `__` is used for exponentiation.",**
3.2.4,"Multiple Choice: What will be the value of `secretCode` after the following JavaScript code executes?

```javascript
secretCode = 10 + ""ten"";
```

- (A) 20
- (B) 10 + 10
- (C) ""10ten""
- (D) NaN","(C) ""10ten"""
3.2.5,"Multiple Answers: Which of the following JavaScript operators perform arithmetic computations? (Select all that apply)
- (A) +
- (B) +
- (C) +=
- (D) %","(A), (D)"
3.2.6,"Short Answer: What is the precedence order for the following arithmetic operations in JavaScript: division, addition, parentheses, and multiplication?","Parentheses, Multiplication, Division, Addition"
3.2.7,"Fill in the blank: The JavaScript function `parseInt(""123"")` will return the number __.",123
3.2.8,"Multiple Choice: After executing `x = parseInt(""abc"")`, what will the value of `x` be?
- (A) 0
- (B) NaN
- (C) ""abc""
- (D) undefined",(B) NaN
3.2.9,"Short Answer: What is the result of the expression `""5"" * 2` in JavaScript?",10
3.2.10,"Multiple Choice: What is the difference in result between the following JavaScript expressions: `2 + ""3""` and `2 + 3`?
- (A) Both result in the number 5
- (B) The first results in the string ""23"" and the second results in the number 5
- (C) Both result in the string ""5""
- (D) The first results in the number 5 and the second results in the string ""23""","(B) The first results in the string ""23"" and the second results in the number 5"
3.3.1,"Multiple Choice: What is the purpose of an if statement in programming?  
- (A) To declare a variable  
- (B) To iterate through a list  
- (C) To execute a group of statements if a condition is true  
- (D) To define a function",(C) To execute a group of statements if a condition is true
3.3.2,"Multiple Choice: In JavaScript, how many spaces does this material recommend for indenting statements inside braces?  
- (A) 1 space  
- (B) 2 spaces  
- (C) 3 spaces  
- (D) 4 spaces",(C) 3 spaces
3.3.3,"Short Answer: What will be logged to the console after the following JavaScript code is executed?  
```
let fee = 30;
let age = 12;
if (age < 18) {
  fee -= 5;
}
if (age < 5) {
  fee = 0;
}
console.log(""fee is $"" + fee);
```","""fee is $25"""
3.3.4,"Multiple Choice: If `bonus = 19`, what is the final value of `numitems` in the code?
```
numitems = 1;
if (bonus > 10)
  numitems = numitems + 3;
```
- (A) 1  
- (B) 3  
- (C) 4  
- (D) 5",(C) 4
3.3.5,"Fill in the Blank: An ______ statement in programming executes a block of statements if the statement's condition is true, and another block if the condition is false.",if-else
3.3.6,"Multiple Choice: What output is logged to the console with the following code snippet?
```
let age = 6;
if (age % 2 == 0) {
  console.log(""age is even"");
} else {
  console.log(""age is odd"");
}
```
- (A) ""age is odd""  
- (B) ""age is even""","(B) ""age is even"""
3.3.7,"Multiple Choice: Which comparison operator checks for strict equality including type?  
- (A) ==  
- (B) !=  
- (C) ===  
- (D) *=",(C) ===
3.3.8,"Short Answer: What is the final value of `numitems` if `bonus = 12` in the following code?
```
if (bonus < 12) {
  numitems = 100;
} else {
  numitems = 200;
}
```",200
3.3.9,"Multiple Answers: Which of the following describe logical operators in JavaScript?
- (A) && - true if both sides are true
- (B) || - true if both sides are true
- (C) ! - true if expression is not true
- (D) && - true if either side is true","(A) && - true if both sides are true, (C) ! - true if expression is not true"
3.3.10,Fill in the Blank: Using braces around single statements in if or else blocks in JavaScript is considered _______ practice as it results in more readable code and is less susceptible to logic errors.,good
3.4.1,"Multiple Choice: Which of the following values is considered a truthy value in JavaScript?  
- (A) 0  
- (B) """"  
- (C) NaN  
- (D) ""cat""","(D) ""cat"""
3.4.2,"Multiple Choice: What does the expression `(score >= 60 ? ""passing"" : ""failing"")` return if `score` is 75?  
- (A) ""passing""  
- (B) ""failing""  
- (C) true  
- (D) false","(A) ""passing"""
3.4.3,"Multiple Answers: Which of the following are falsy values in JavaScript? (Select all that apply)  
- (A) 0  
- (B) ""false""  
- (C) null  
- (D) undefined","(A) 0, (C) null, (D) undefined"
3.4.4,"Short Answer: What is the output of the following switch statement if `change` is set to 25?

```javascript
let change = 25;
let coin;
switch (change) {
  case 1:
    coin = ""penny"";
    break;
  case 5:
    coin = ""nickel"";
    break;
  case 10:
    coin = ""dime"";
    break;
  case 25:
    coin = ""quarter"";
    break;
  default:
    coin = ""unknown"";
}
console.log(coin);
```","""quarter"""
3.4.5,"Fill in the Blank: When using the conditional (ternary) operator `x ? y : z;`, if `x` evaluates to false, the value of ________ is returned.",z
3.4.6,"Multiple Choice: In a switch statement, what purpose does the `break` statement serve?  
- (A) Stops the entire program.  
- (B) Exits the current loop.  
- (C) Prevents fall-through to additional cases.  
- (D) Compares variable types.",(C) Prevents fall-through to additional cases.
3.4.7,"Short Answer: What will be the output when the following code is executed?

```javascript
let age = 16;
let result = age >= 18 ? ""adult"" : ""minor"";
console.log(result);
```","""minor"""
3.4.8,"Multiple Choice: What happens if the `break` statement is omitted in a case block of a switch statement?  
- (A) The program crashes.  
- (B) The next case's statements execute as well.  
- (C) The switch statement stops completely.  
- (D) The default case is executed.",(B) The next case's statements execute as well.
3.4.9,"Fill in the Blank: In JavaScript, a ________ string is considered a falsy value.",Empty
3.4.10,"Multiple Choice: When converting a group of else-if statements to a switch statement, under which condition should the switch be used?  
- (A) When comparing string values only.   
- (B) When using strict comparison of a single expression to multiple values.  
- (C) When the conditions are mutually exclusive.  
- (D) When working with functions.",(B) When using strict comparison of a single expression to multiple values.
3.5.1,"Multiple Choice: What is a characteristic of a while loop?
- (A) It executes the loop body before checking the loop's condition.
- (B) It combines loop initialization, condition, and final expression.
- (C) It checks the loop's condition before executing the loop body.
- (D) It always executes at least once.",(C) It checks the loop's condition before executing the loop body.
3.5.2,Fill in the Blank: A while loop repeats until the condition becomes _______.,false
3.5.3,"Multiple Choice: Which of the following is an example of an infinite loop?
- (A) `while (i < 10) { i++; }`
- (B) `while (i < 10) { console.log(i); }`
- (C) `while (true) { i++; }`
- (D) `while (i > 10) { i--; }`",(C) `while (true) { i++; }`
3.5.4,"Short Answer: List the numbers output by the following code segment:

```javascript
let c = 100;
while (c > 0) {
    console.log(c);
    c -= 10;
}
```","100, 90, 80, 70, 60, 50, 40, 30, 20, 10"
3.5.5,"Multiple Choice: How does a do-while loop differ from a while loop?
- (A) A do-while loop is the same as a while loop.
- (B) A do-while loop checks the condition before executing the loop body.
- (C) A do-while loop executes the loop body before checking the condition.
- (D) A do-while loop cannot be used for infinite loops.",(C) A do-while loop executes the loop body before checking the condition.
3.5.6,"Short Answer: What is the first and last number output by the following code segment using a for loop?

```javascript
for (c = 5; c < 10; c += 2) {
    console.log(c);
}
```",5 and 9
3.5.7,"Multiple Choice: Which loop is guaranteed to execute its body at least once?
- (A) while
- (B) do-while
- (C) for
- (D) foreach",(B) do-while
3.5.8,"Fill in the Blank: To avoid an infinite loop, developers need to ensure that the loop's _______ will eventually evaluate to false.",condition
3.5.9,"Multiple Choice: What is the key part of a for loop that is evaluated at the end of each iteration?
- (A) Initialization
- (B) Condition
- (C) Final expression
- (D) Loop body execution",(C) Final expression
3.5.10,"Multiple Choice: What is the last number output by the following do-while loop?

```javascript
let c = 10;
do {
    console.log(c);
    c--;
} while (c >= 5);
```

- (A) 0
- (B) 1
- (C) 5
- (D) 10",(C) 5
3.6.1,"Multiple Choice: What is a function in JavaScript?
- (A) A collection of HTML elements
- (B) A named group of statements
- (C) A type of database
- (D) A styling method in CSS",(B) A named group of statements
3.6.2,"Fill in the Blank: JavaScript functions are declared using the ______ keyword followed by the function name and parameter list in parentheses.
- Answer: function",function
3.6.3,"Multiple Choice: What is a parameter in the context of JavaScript functions?
- (A) A global variable
- (B) A variable that supplies the function with input
- (C) The return value of a function
- (D) A CSS class",(B) A variable that supplies the function with input
3.6.4,"Short Answer: What is the result of calling `displaySum(2, 5, 3);` in the provided function `displaySum(x, y, z)`?
- Answer: 10",10
3.6.5,"Fill in the Blank: Invoking a function's name, known as a ______, causes the function's statements to execute.
- Answer: function call",function call
3.6.6,"Multiple Choice: What will be the output of `console.log(findAverage(6, 7));` in the provided `findAverage(num1, num2)` function?
- (A) 7
- (B) 6
- (C) 6.5
- (D) 13",(C) 6.5
3.6.7,"Short Answer: Provide an example of a function name that uses camelCase as recommended for JavaScript.
- Answer: displayLargest",displayLargest
3.6.8,"Multiple Answers: Which of the following are true about JavaScript arrow functions?
- (A) They are always named functions
- (B) They can be assigned to variables
- (C) They must contain a return statement
- (D) They can have a single expression returned implicitly","(B) They can be assigned to variables, (D) They can have a single expression returned implicitly"
3.6.9,"Multiple Choice: What is output if the function `findSmallest(5, 2);` is executed using the provided `findSmallest(x, y)` function?
- (A) 5
- (B) 2
- (C) 3
- (D) 0",(B) 2
3.6.10,"Fill in the Blank: A function that is missing a return statement returns ______.
- Answer: undefined",undefined
3.7.1,Fill in the blank: A JavaScript variable's _______ is the context in which the variable can be accessed.,scope
3.7.2,"Multiple Choice: Which keyword was added to JavaScript in 2015 that allows for block scope?
- (A) var
- (B) let
- (C) const
- (D) scope",(B) let
3.7.3,Short Answer: What type of error occurs when attempting to access a variable declared with 'let' outside its block scope?,ReferenceError
3.7.4,"Multiple Choice: What is the scope of a variable declared with 'var' inside a function?
- (A) Block scope
- (B) Global scope
- (C) Function scope
- (D) Thread scope",(C) Function scope
3.7.5,"Multiple Answers: In the following code snippet, which variables will throw a ReferenceError when accessed outside their respective functions?
```javascript
function example() {
  var a = 10;
  let b = 20;
}
console.log(a);
console.log(b);
```
- (A) a
- (B) b
- (C) Both a and b
- (D) Neither",(C) Both a and b
3.7.6,"Fill in the blank: A variable declared using 'var' outside a function has _______ scope, meaning it is accessible from anywhere in the code.",global
3.7.7,"Multiple Choice: In a web browser, global variables are usually assigned as properties to which object?
- (A) document
- (B) window
- (C) navigator
- (D) global",(B) window
3.7.8,Short Answer: What keyword should you use to ensure a variable inside a function does not accidentally become a global variable?,let
3.7.9,"Multiple Choice: What is the output of the following code?
```javascript
function addNumber(x) {
  sum += x;
}
let sum = 0;
addNumber(2);
addNumber(5);
console.log(sum);
```
- (A) 0
- (B) 2
- (C) 5
- (D) 7",(D) 7
3.7.10,"Multiple Choice: What does assigning a value to 'location' in the global object potentially affect?
- (A) Browser's loading URL
- (B) Browser's page title
- (C) Browser's cookie storage
- (D) Browser's navigation history",(A) Browser's loading URL
3.8.1,"Multiple Choice: What is an array in programming?
- (A) A single value stored at a specific location
- (B) An unordered collection of properties
- (C) An ordered collection of values called elements
- (D) A function that operates on numbers",(C) An ordered collection of values called elements
3.8.2,Fill in the Blank: An array is initialized by assigning an array variable with brackets containing ____________-separated values.,comma
3.8.3,Short Answer: What does the method `push()` do in the context of arrays?,The `push()` method adds a value to the end of the array.
3.8.4,"Multiple Answers: Which of the following statements about arrays are true? (Select all that apply.)
- (A) Array elements must be of the same type.
- (B) Array elements can be of different types.
- (C) Arrays decrease in size as elements are removed.
- (D) Arrays cannot change in size after initialization.","(B), (C)"
3.8.5,"Multiple Choice: What is the difference between `indexOf()` and `lastIndexOf()` methods in arrays?
- (A) `indexOf()` searches from the end of the array to the beginning
- (B) `indexOf()` and `lastIndexOf()` do the same operation
- (C) `indexOf()` searches from the beginning of the array to the end, while `lastIndexOf()` searches from the end to the beginning
- (D) `lastIndexOf()` and `indexOf()` return different data types","(C) `indexOf()` searches from the beginning of the array to the end, while `lastIndexOf()` searches from the end to the beginning"
3.8.6,Short Answer: How would you loop through all the elements of an array using a for-of loop in JavaScript? Provide a general code snippet.,for (let item of arrayName) { console.log(item); }
3.8.7,Fill in the Blank: The `sort()` method by default sorts elements as strings using their ____________ values.,Unicode
3.8.8,"Multiple Choice: In the given code snippet `let x = nums.pop();`, what does `x` contain after execution?
- (A) The first element of array `nums`
- (B) The last element removed from array `nums`
- (C) The new length of array `nums`
- (D) The sum of all elements of array `nums`",(B) The last element removed from array `nums`
3.8.9,"Short Answer: When an array is passed to a function, what is actually being passed in terms of memory?",A reference to the memory where the array is stored is passed.
3.8.10,"Multiple Choice: Which method can be used to remove the first array element and return it?
- (A) `shift()`
- (B) `unshift()`
- (C) `splice()`
- (D) `pop()`",(A) `shift()`
3.9.1,"Multiple Choice: What is an object in JavaScript?
- (A) An ordered collection of elements
- (B) A name-value pair with a strict order
- (C) An unordered collection of properties
- (D) A fixed array of properties",(C) An unordered collection of properties
3.9.2,Fill in the Blank: An object property is a ___________.,name-value pair
3.9.3,"Multiple Choice: Which code snippet successfully changes the `published` year of the `book` object to 2014?
- (A) `book.Published = 2014;`
- (B) `book.published = 2014;`
- (C) `book.published 2014;`
- (D) `published.book = 2014;`",(B) `book.published = 2014;`
3.9.4,"Multiple Choice: Which statement correctly adds an ""isbn"" property with the value ""1591846013"" to the `book` object?
- (A) `book.isbn(""1591846013"");`
- (B) `book.isbn = ""1591846013"";`
- (C) `isbn.book = ""1591846013"";`
- (D) `book[""isbn""] = ""1591846013"";`","(B) `book.isbn = ""1591846013"";`"
3.9.5,"Short Answer: What will be the output of the following code?
```javascript
console.log(book.author.lastName);
```
Assuming the `book` object is defined with the `author` object.",Gladwell
3.9.6,"Multiple Choice: In the provided method definition:
```javascript
getAuthorName() {
    return this.author.firstName + "" "" + this.author.lastName;
}
```
What will `console.log(book.getAuthorName())` display if `book.author.firstName` is ""Susan"" and `book.author.lastName` is ""Cain""?

- (A) ""Susan""
- (B) ""Cain""
- (C) ""Susan Cain""
- (D) ""undefined undefined""","(C) ""Susan Cain"""
3.9.7,"Multiple Answer: Which of the following statements are true about passing objects to functions in JavaScript?
- (A) A copy of the object is passed.
- (B) Both parameters and arguments refer to the same object.
- (C) Changing parameter properties also changes argument properties.
- (D) Changing parameter references assigns a new object to the argument.","(B), (C)"
3.9.8,"Fill in the Blank: When a JavaScript method is defined with an anonymous function assigned to an object's property, it is called a ___________.",method
3.9.9,"Short Answer: Given the object `let book = { title: ""Quiet"", author: { firstName: ""Susan"", lastName: ""Cain"" } };`, write the method to add a middle initial ""H"" to the author's name.",`book.assignMiddleInitial = function(middleInitial) { this.author.middleInitial = middleInitial; };`
3.9.10,"Multiple Choice: After executing the `changeThings` function, what is the value of `rectangle.width`?
- (A) 3
- (B) 5
- (C) 20
- (D) 33",(C) 20
4.1.1,"Multiple Choice: What is represented by a Date object in JavaScript?
- (A) Current date and time as a string
- (B) The number of seconds since the Unix Epoch
- (C) A single moment in time based on the number of milliseconds since the Unix Epoch
- (D) A formatted date string in local time zone",(C) A single moment in time based on the number of milliseconds since the Unix Epoch
4.1.2,"Fill in the Blank: The Unix Epoch is defined as the moment in time at January 1, 1970, at what time standard?
- __________",UTC (Coordinated Universal Time)
4.1.3,Short Answer: What is the default way to create a new Date object in JavaScript to represent the current date and time?,`let currDateTime = new Date();`
4.1.4,"Multiple Choice: Which method in a Date object would you use to get the day of the month?
- (A) getDay()
- (B) getDate()
- (C) getMonth()
- (D) getYear()",(B) getDate()
4.1.5,"Short Answer: If the following code is executed, what will be the date stored in `georgeBirthday`? `let georgeBirthday = new Date(1732, 1, 22);`","February 22, 1732"
4.1.6,"Multiple Choice: When using the Date constructor `new Date(year, month, day)`, what is the range of values for the month parameter?
- (A) 1-12
- (B) 0-11
- (C) 1-11
- (D) 0-10",(B) 0-11
4.1.7,"Multiple Answers: Which of the following are valid methods to set properties in a Date object?
- [ ] setDay()
- [ ] setFullYear()
- [ ] setMonth()
- [ ] setTimezone()",[ ] setFullYear() [ ] setMonth()
4.1.8,"Fill in the Blank: In JavaScript's Date object, the method `getMilliseconds()` returns the milliseconds, which can range from 0 to _______.",999
4.1.9,"Multiple Choice: How can you initialize a Date object to represent exactly one second past the Unix Epoch?
- (A) `new Date(1)`
- (B) `new Date(1000)`
- (C) `new Date(0)`
- (D) `new Date(-1000)`",(B) `new Date(1000)`
4.1.10,"Multiple Choice: Which of the following is the correct command to log the current date and time to the console in JavaScript?
- (A) `console.log(new Date());`
- (B) `console.log(Date.now());`
- (C) `console.log(Date.getTime());`
- (D) `console.log(Date.current());`",(A) `console.log(new Date());`
4.10.1,"Multiple Choice: Which JavaScript method is used to get the value of a CSS property of an element?
- (A) getStyleProperty()
- (B) getPropertyValue()
- (C) fetchStyle()
- (D) getCSSProperty()",(B) getPropertyValue()
4.10.2,"Multiple Choice: How can JavaScript modify an element's background color to ""red"" using inline styles?
- (A) element.setStyle(""background-color"", ""red"")
- (B) element.style.setProperty(""background"", ""red"")
- (C) element.style.backgroundColor = ""red""
- (D) element.updateStyle(""backgroundColor"", ""red"")","(C) element.style.backgroundColor = ""red"""
4.10.3,Fill in the blank: The method _____________ is used to set the value of an element's CSS property.,setProperty()
4.10.4,"Multiple Answer: Which of the following methods allow accessing, modifying, and removing CSS properties?
- [ ] getPropertyValue()
- [ ] addClass()
- [ ] setProperty()
- [ ] removeProperty()","getPropertyValue(), setProperty(), removeProperty()"
4.10.5,"Multiple Choice: When a property name in CSS has a dash, what happens when accessed via JavaScript?
- (A) It remains unchanged.
- (B) It is converted to snake case.
- (C) It is converted to camel case.
- (D) It is ignored.",(C) It is converted to camel case.
4.10.6,"Short Answer: What is the JavaScript equivalent of the CSS property name ""background-color""?",backgroundColor
4.10.7,"Multiple Choice: What does myDiv.style.removeProperty(""width"") do in JavaScript?
- (A) It sets the width property to zero.
- (B) It removes the width property from the element's inline CSS.
- (C) It hides the element.
- (D) It changes the width to 100px.",(B) It removes the width property from the element's inline CSS.
4.10.8,"Short Answer: Write the JavaScript code that changes the font family of a span element to ""Arial"" using the setProperty method.","span.style.setProperty(""fontFamily"", ""Arial"");"
4.10.9,"Multiple Choice: Which interface provides a set of APIs to manipulate CSS properties of a webpage?
- (A) DOM
- (B) HTMLLayout
- (C) CSSOM
- (D) JSStyle",(C) CSSOM
4.10.10,"Fill in the blank: In the context of modifying a stylesheet, the method ____________ inserts a new rule into the stylesheet.",insertRule()
4.11.1,"Multiple Choice: What is the role of data validation in web applications?
- (A) To store data securely in databases
- (B) To check input for correctness and ensure data integrity
- (C) To enhance the visual design of web forms
- (D) To automate form submissions",(B) To check input for correctness and ensure data integrity
4.11.2,Fill in the Blank: Data validation can either be performed while the user enters form data by adding a JavaScript function as the __________ handler or immediately prior to submitting the entire form as the form's __________ handler.,change; submit
4.11.3,"Multiple Choice: Which JavaScript method is used to prevent a form from being submitted if validation fails?
- (A) stopPropagation()
- (B) stopDefault()
- (C) preventDefault()
- (D) cancelEvent()",(C) preventDefault()
4.11.4,"Short Answer: When using JavaScript for form validation, what is the purpose of the isNaN() function?",The isNaN() function is used to check if a value is not a number (NaN).
4.11.5,"Multiple Answers: Which attributes can be used in HTML for automatic form validation without JavaScript? Select all that apply.
- (A) required
- (B) pattern
- (C) maxlength
- (D) novalidate","(A) required, (B) pattern, (C) maxlength"
4.11.6,"Fill in the Blank: In an HTML form, the __________ attribute is used to specify that an input field cannot be empty and must have a value before form submission.",required
4.11.7,"Multiple Choice: When should the JavaScript parseFloat() function be used in form validation?
- (A) To convert string input to a boolean
- (B) To check if input is an array
- (C) To convert string input to a float for numerical validation
- (D) To apply CSS styles conditionally",(C) To convert string input to a float for numerical validation
4.11.8,Short Answer: Explain how CSS pseudo-classes like :valid and :invalid can be useful in form validation.,"CSS pseudo-classes like :valid and :invalid indicate whether an input field meets the validation requirements, allowing for visual feedback without JavaScript."
4.11.9,"Fill in the Blank: A __________ must contain exactly 16 digits, as a common example of format validation for user-entered data in web forms.",credit card number
4.11.10,"Multiple Choice: What happens if a browser does not support a particular HTML input element used for validation?
- (A) The browser crashes
- (B) The unsupported element is transformed into a text input
- (C) JavaScript automatically takes over validation
- (D) The form submission is blocked",(B) The unsupported element is transformed into a text input
4.2.1,"Multiple Choice: What can regular expressions be defined with in JavaScript, as demonstrated in the text?
- (A) RegExp object only
- (B) Between two forward slashes only
- (C) RegExp object or between two forward slashes
- (D) As part of a string by enclosing in single quotes",(C) RegExp object or between two forward slashes
4.2.2,"Fill in the Blank: The RegExp method ________ returns true if the string matches the regex, and false otherwise.",test
4.2.3,"Multiple Choice: Which of the following strings does NOT match the regex /w+hy/?
- (A) why
- (B) hy
- (C) wwwwhy
- (D) whywhy",(D) whywhy
4.2.4,"Short Answer: What does the regex pattern /c\/1/ test for in the string ""abc/123""?","False (the regex looks specifically for ""c/1"" sequence)"
4.2.5,"Multiple Choice: Which special character in regular expressions matches any single character except the newline?
- (A) \w
- (B) \d
- (C) .
- (D) *",(C) .
4.2.6,"Multiple Answers: Which of the following regex patterns match the string ""able""?
- (A) /a.b/
- (B) /a\Wb/
- (C) /a\.b/
- (D) /a\wb/","(A) /a.b/ [The character ""."" matches any character]"
4.2.7,Fill in the Blank: A regular expression pattern that performs a case-insensitive match is modified by the ______ modifier.,i
4.2.8,"Short Answer: In the context of regex, what do parentheses ""()"" do in a pattern?","Parentheses are used to ""remember"" different parts of a matched string."
4.2.9,"Multiple Choice: How many times does the regex /moo/gi find matches in the string ""Moo the cow mooed at the moon""?
- (A) 1
- (B) 2
- (C) 3
- (D) 4",(C) 3
4.2.10,"Fill in the Blank: The regex pattern that matches any string beginning with one or more digits followed by ""star,"" with possible spaces between the letters of ""star,"" is written as ______.",\d+\s*s\s*t\s*a\s*r
4.3.1,"Multiple Choice: What is the primary purpose of the `<form>` element in HTML?
- (A) To display images
- (B) To define text styles
- (C) To submit user information to a server
- (D) To create hyperlinks",(C) To submit user information to a server
4.3.2,"Multiple Choice: Which attribute in the `<form>` element specifies the URL where the form data should be sent?
- (A) method
- (B) action
- (C) id
- (D) name",(B) action
4.3.3,Fill in the blank: The default HTTP request method used by the `<form>` element if no `method` attribute is specified is the _______ method.,GET
4.3.4,"Multiple Choice: Which of the following is not a valid widget type for the `<input>` element?
- (A) text
- (B) file
- (C) color
- (D) image",(C) color
4.3.5,"Multiple Choice: What is the significance of the `enctype` attribute with the value ""multipart/form-data"" in a form?
- (A) It encrypts the form data
- (B) It splits form data into multiple parts for each input field
- (C) It compresses the form data
- (D) It makes the form submission faster",(B) It splits form data into multiple parts for each input field
4.3.6,Fill in the blank: The ______________ attribute inside a `<label>` tag is used to associate the label with a specific input widget.,for
4.3.7,"Short Answer: What transformation does the browser perform if a user enters a string with reserved characters like `&`, `?`, and `=` into a form?","The browser escapes the reserved characters by transforming them into a different representation, usually by URL encoding them."
4.3.8,"Multiple Answers: Which of the following are considered primary attributes of the `<input>` element? (Select all that apply)
- (A) method
- (B) type
- (C) name
- (D) value","(B) type, (C) name, (D) value"
4.3.9,"Multiple Choice: In which part of the HTTP request is form data sent when using the POST method?
- (A) In the URL query string
- (B) In the path of the URL
- (C) In the body of the request
- (D) As HTTP headers",(C) In the body of the request
4.3.10,Short Answer: Describe the potential security concern when using the GET method to submit form data.,"The data is visible in the URL, which can be seen by anyone and stored in server logs. Therefore, private information should not be sent using the GET method."
4.4.1,"Multiple Choice: What type of input allows users to select multiple options in a form?
- (A) Radio button
- (B) Checkbox
- (C) Password
- (D) Drop-down menu",(B) Checkbox
4.4.2,Fill in the blank: The _______ attribute in a checkbox input element makes it selected by default.,checked
4.4.3,"Short Answer: What is sent to the server when a checkbox is checked and submitted, but the value attribute is not specified?","The value ""on"" is sent."
4.4.4,"Multiple Choice: Which attribute allows users to select more than one option in a list box?
- (A) size
- (B) multiple
- (C) value
- (D) type",(B) multiple
4.4.5,"Multiple Answers: Choose all that apply. Which elements or attributes are used to group related form inputs?
- (A) <fieldset>
- (B) name
- (C) id
- (D) <legend>","(A) <fieldset>, (D) <legend>"
4.4.6,"Multiple Choice: In a password input field, which attribute limits the number of characters the user can type?
- (A) size
- (B) width
- (C) maxlength
- (D) minlength",(C) maxlength
4.4.7,"Fill in the blank: To ensure secure transmission of form data containing passwords, the form should use _______ URLs.",HTTPS
4.4.8,"Short Answer: How is a boolean attribute, such as the disabled attribute, treated when it is present in an HTML element?",A boolean attribute is true when present and false when absent.
4.4.9,"Multiple Choice: Why is good practice to use label elements with checkboxes?
- (A) To make the checkbox larger
- (B) To enable selecting the checkbox by clicking the label
- (C) To add placeholders for the checkbox
- (D) To style the checkbox with CSS",(B) To enable selecting the checkbox by clicking the label
